,query_time,recall,QPS,build_time
0,0.0015427870750427245,0.5801299999999996,648.1775846950927,57.164146423339844
1,0.0009901483058929444,0.6143100000000006,1009.9497156622119,62.486047983169556
2,0.0009437847137451172,0.6205599999999997,1059.5636753129959,66.27212882041931
3,0.0009254753589630127,0.7894699999999991,1080.5257971649203,117.18710899353027
4,0.0009409234523773193,0.8382600000000001,1062.7857106477886,130.92999935150146
5,0.0009373207092285156,0.8622700000000018,1066.8706987420283,143.49486565589905
6,0.0009158108234405517,0.8773600000000018,1091.9285669098813,150.75282621383667
7,0.0009401977062225342,0.887190000000001,1063.606083466993,172.72924423217773
8,0.0009255847930908204,0.8977100000000025,1080.3980439876111,177.79393553733826
9,0.0009376142024993897,0.8942400000000031,1066.53674542718,186.4455864429474
10,0.0009312775135040284,0.8960100000000025,1073.7937784381759,189.4215281009674
11,0.0009656934738159179,0.9006700000000019,1035.5252749596832,194.64511609077454
12,0.0009792375564575196,0.9064200000000013,1021.2026626282498,202.23681211471558
13,0.0009605715274810791,0.906840000000002,1041.0468886396359,199.02787256240845
14,0.0009805819988250733,0.9078400000000035,1019.8025266608944,205.28325819969177
