,query_time,recall,QPS,build_time
0,0.0008038132190704345,0.7420599999999995,1244.0701101637076,5.155784845352173
1,0.0008106884956359863,0.7621900000000008,1233.519416376445,5.393747091293335
2,0.000806126594543457,0.7655999999999993,1240.4999497211,6.011147737503052
3,0.0008035683631896972,0.9157500000000018,1244.449191641373,10.760810613632202
4,0.0008202493190765381,0.9516500000000065,1219.1415180031247,11.902515172958374
5,0.0007990050315856934,0.9644500000000069,1251.556574074903,13.106002569198608
6,0.0008227303028106689,0.9699700000000062,1215.465136732815,13.884048700332642
7,0.0008198482990264893,0.9736200000000056,1219.7378480719271,14.572288036346436
8,0.0008152627944946289,0.9741900000000052,1226.5983517865393,15.060571908950806
9,0.0008409113883972168,0.979740000000005,1189.1859401571517,15.709505558013916
10,0.0008374543190002441,0.9759300000000041,1194.0949820329347,15.848714590072632
11,0.000845590353012085,0.9786100000000045,1182.6057338969053,16.20583748817444
12,0.0008477582931518554,0.979280000000004,1179.581501092876,16.627676010131836
13,0.0008441147804260254,0.9773500000000054,1184.6730127095975,16.847389459609985
14,0.0008423812389373779,0.9778200000000054,1187.1109585268664,17.455512523651123
