,query_time,recall,QPS,build_time
0,0.0008515057563781739,0.24646000000000007,1174.390181756888,0.14965009689331055
1,0.0009521670341491699,0.38134999999999974,1050.2358978365307,0.2503786087036133
2,0.0011340119838714599,0.44587999999999994,881.8248962290947,0.277803897857666
3,0.0011179254055023193,0.49588000000000027,894.5140660352631,0.29477596282958984
4,0.0012697412967681884,0.5285700000000003,787.5620038075882,0.3007643222808838
5,0.001413074016571045,0.5467400000000007,707.677013569744,0.3863644599914551
6,0.001456939697265625,0.5734600000000005,686.3702059026832,0.37955760955810547
7,0.0015232925415039063,0.5831899999999994,656.47272126254,0.3900468349456787
8,0.0015995149612426757,0.5928099999999998,625.1895257191544,0.44089221954345703
9,0.0016463143825531006,0.6030200000000003,607.417398886598,0.4863569736480713
10,0.0017395009994506836,0.6167399999999998,574.8775081565286,0.4504110813140869
11,0.0017978322505950927,0.6261000000000004,556.2254207359971,0.5092625617980957
12,0.0018547968864440919,0.6330999999999999,539.1425914657111,0.5287384986877441
13,0.0019473104476928711,0.6364,513.5288013191616,0.518223762512207
14,0.002036789417266846,0.6299200000000001,490.9687724820828,0.5996675491333008
